document_id,engine,ground_truth,ocr_text,cer,wer,time_ms
AHTD3A0080_Para1_1,EasyOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال خازن عفيف للحج .,لوح مظف ضرعام لبصحبة دؤوف بنلؤي رالق طام عطعوط وصملال خاذم غعيف دهب كد,0.3733,0.9375,8340
AHTD3A0080_Para1_1,PaddleOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال خازن عفيف للحج .,طوعطع فوؤر ةبحصب ماعرضرفظم حول بهذ رفاط قيار جحلل فيفع زاخ يؤلنب لالصو,0.7867,1.0,307
AHTD3A0080_Para1_2,Tesseract,بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا وسعينا مع شيخ. كان جاري,بات حواغل ١‏ مز اخزر لبي . حا 0 حجبير ثر وصجوا نا طمْنا وس تامع سباح كام جارك,0.5974,1.1875,311
AHTD3A0080_Para1_2,EasyOCR,بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا وسعينا مع شيخ. كان جاري,مللي . لمر دصولنا طحدا وسحنامح نسياخ . كال~ جارك حاج برأت قوا غل إتر آحر المبج,0.8312,1.0,7238
AHTD3A0080_Para1_2,PaddleOCR,بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا وسعينا مع شيخ. كان جاري,تأدب ىراج راك خيت عمانيحسو انط انلوصو رخآ رإ جاح بحلا دنم يبلي لفاوق,0.7792,1.0,376
AHTD3A0080_Para1_3,Tesseract,في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,“يح خواانيه يتكلم موصن بكدان بر أضضل ل انض بعس له الصائط. لمك ب نسأ,0.5,0.875,313
AHTD3A0080_Para1_3,EasyOCR,في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,سآلل بعلس له الصابط ل م دامورام بكامان للامر متل ئ الكمه لتكل الحض,0.7125,1.0,5972
AHTD3A0080_Para1_3,PaddleOCR,في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,نناس كزل شارفأال تاملكب مكانوهصو طماضلالاهل هيخلااف سلغب يفق ا ملكتت,0.7625,1.0,279
AHTD3A0080_Para1_4,Tesseract,راجح هل بلغ اصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم,"را هل نا م صاع هم ١‏ :"" دل رد 9 ص ( ٍ ص »ب : ب سي سن > | لوم : با م١‏",0.6912,1.0909,366
AHTD3A0080_Para1_4,EasyOCR,راجح هل بلغ اصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم,"ي الجج , حل هاء عب س تس را جح حل بلخ اصدابا ظع ك ، تح ض ` ٠ع @ ١",0.7206,1.0,5725
AHTD3A0080_Para1_4,PaddleOCR,راجح هل بلغ اصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم,انملا هعp عظ لاحر ر بر ضحن اباىصا خلب له له حجار حبايف,0.7647,1.0,366
AHTD3A0080_Para1_5,Tesseract,فائضة الكلمات التالية لهذا النص[col] مشمش ضراك غيظ  ناح   بث  نسر.,فَاعَوَ الكطاج «سّالية زا اكه ؟؛ ممص درائ ع عق نان بن سر .,0.5606,1.2727,347
AHTD3A0080_Para1_5,EasyOCR,فائضة الكلمات التالية لهذا النص[col] مشمش ضراك غيظ  ناح   بث  نسر.,"[ مسمس  دراق - عظ ا ناد , بت الاحت المًا لمآ عا تر الكلات هزا س",0.803,1.5455,5258
AHTD3A0080_Para1_5,PaddleOCR,فائضة الكلمات التالية لهذا النص[col] مشمش ضراك غيظ  ناح   بث  نسر.,بد غقي شمم ةرئاف ئاا صفلا ازه ةيلاتلا تادكلا,0.8182,1.0,303
AHTD3A0080_Para2_1,Tesseract,تأسست منطك[tee] مينهانغ للتنمي[tee] ا[laaa]كتصاضيه والتكنولوجي[tee] سن[tee] [n1][n9][n8][n3]، وهي واحض[tee] من[;],"ءِ نا سسن منطيم مستمارع شخصة الاعصضاديه , رسَكر اروضح سئة 1133 طب رامرة من",0.7876,1.3636,321
AHTD3A0080_Para2_1,EasyOCR,تأسست منطك[tee] مينهانغ للتنمي[tee] ا[laaa]كتصاضيه والتكنولوجي[tee] سن[tee] [n1][n9][n8][n3]، وهي واحض[tee] من[;],من اللو لوصه سه 619٩83 هئ سست منطعد منانع للللمرد الامصارب دامده,0.8584,1.0909,6381
AHTD3A0080_Para2_1,PaddleOCR,تأسست منطك[tee] مينهانغ للتنمي[tee] ا[laaa]كتصاضيه والتكنولوجي[tee] سن[tee] [n1][n9][n8][n3]، وهي واحض[tee] من[;],ةطنم قسس ا نم ةدصاو ى 3١ فتكّلار ةيراصتمالا هصول عياهنص صل,0.8496,1.0909,802
AHTD3A0080_Para2_2,Tesseract,أول منطكتين للتنمي[tee] ا[laaa]كتصاضي[tee] تأسستا في مضين[tee] شانغهاي.  في أغسطس[;],0 ل ا ارل منطمئيل سمية الاعصا,0.8571,1.0,307
AHTD3A0080_Para2_2,EasyOCR,أول منطكتين للتنمي[tee] ا[laaa]كتصاضي[tee] تأسستا في مضين[tee] شانغهاي.  في أغسطس[;],ث دل منطحتين للميد اامصاره تاسسًا ئمدسسذ  سانحماى أنسطس,0.619,1.0,4564
AHTD3A0080_Para2_2,PaddleOCR,أول منطكتين للتنمي[tee] ا[laaa]كتصاضي[tee] تأسستا في مضين[tee] شانغهاي.  في أغسطس[;],اسسأت لوآ سطسغأ اص ياصغناش رم ك ةيراصتمالا ةيمتلل نريطزع,0.8333,1.0,242
AHTD3A0080_Para2_3,Tesseract,سن[tee] [n1][n9][n8][n6] وافك مجلس الضول[tee] الصيني على تحويلها الى منطك[tee] للتنمي[tee] ا[laaa]كتصاضيه و[;],"سية 156 وا كلمي الروله الهيسدى كاى كبلط دى من "" دنصطم الامكاسه و",0.6818,1.0769,328
AHTD3A0080_Para2_3,EasyOCR,سن[tee] [n1][n9][n8][n6] وافك مجلس الضول[tee] الصيني على تحويلها الى منطك[tee] للتنمي[tee] ا[laaa]كتصاضيه و[;],") 786/ وافق جلس الدوله الحسي عا3 توًللا الى منطد "" للص اامص دج سح",0.6182,1.0769,6802
AHTD3A0080_Para2_3,PaddleOCR,سن[tee] [n1][n9][n8][n6] وافك مجلس الضول[tee] الصيني على تحويلها الى منطك[tee] للتنمي[tee] ا[laaa]كتصاضيه و[;],هعطنم ىلا قفاو هلورلا و6٩I نم هراصتقالا اليوح ىلع لجم ىيصلا,0.8273,1.0,321
AHTD3A0080_Para2_4,Tesseract,التكنولوجي[tee] على المستوى الوطني  حصلت المنطكه على شهاض[tee] البيئ[tee] وشهاض[tee] دبط[;],اروص على الأستركا طني حصدت المنطمه عق تكارة اسه نهار طم,0.5934,0.9091,306
AHTD3A0080_Para2_4,EasyOCR,التكنولوجي[tee] على المستوى الوطني  حصلت المنطكه على شهاض[tee] البيئ[tee] وشهاض[tee] دبط[;],"ا دآ صا حصلت النطته سعل تهاده البة , عان الستوى التكودوصه الوصي",0.7582,1.1818,5684
AHTD3A0080_Para2_4,PaddleOCR,التكنولوجي[tee] على المستوى الوطني  حصلت المنطكه على شهاض[tee] البيئ[tee] وشهاض[tee] دبط[;],ل ةراطسو ةرامت هقطنملا يطولا ىم ل وص ىوتسلا ةعصقلا ىاع ةصولومكتا,0.8242,1.0909,373
AHTD3A0080_Para2_5,Tesseract,الجوض[tee] ، ونالت لكب [dbq]الحضيك[tee] المتميز[tee][dbq][;],,1.0,1.0,217
AHTD3A0080_Para2_5,EasyOCR,الجوض[tee] ، ونالت لكب [dbq]الحضيك[tee] المتميز[tee][dbq][;],/ وئالت { كوده لعب اعممز ا احررمه,0.7833,1.3333,3180
AHTD3A0080_Para2_5,PaddleOCR,الجوض[tee] ، ونالت لكب [dbq]الحضيك[tee] المتميز[tee][dbq][;],زا فقل تلاند ةزميحلا هفيرحلا ةدوك,0.9,1.0,174
AHTD3A0080_Para3_1,Tesseract,يكول سون تشاو، أمين لجن[tee] الحزب الشيوعي الصيني لحي مينهانغ[col] [dbq]آذا أحب السكان[;],"وذ سون متنا أعين كيلة لزب السيول_ الى ىش ميلف د ,' اذا أب السكاتء",0.5506,1.0769,330
AHTD3A0080_Para3_1,EasyOCR,يكول سون تشاو، أمين لجن[tee] الحزب الشيوعي الصيني لحي مينهانغ[col] [dbq]آذا أحب السكان[;],> اكد السكا ~ بله الحزب المشيو الحسي لح عبمها نذ ;  إذا لمول سول لساد أمين,0.6742,1.2308,8006
AHTD3A0080_Para3_1,PaddleOCR,يكول سون تشاو، أمين لجن[tee] الحزب الشيوعي الصيني لحي مينهانغ[col] [dbq]آذا أحب السكان[;],ناكسلا صأ ويسلا ةلنج نمأ ائاإ ييصلا بزحلا واشت نوس لوي اهنيع,0.7865,1.0,225
AHTD3A0080_Para3_2,Tesseract,مضينتهم من أعماك كلوبهم، ستمتلئ بالنشاط والجاذبي[tee][dbq].  يكيم في مينهانك ثمانمائ[tee] ألف[;],"سصلقى بق لقح ب طٍِ ف ا 2 0 سس عن ص سه د"" ند 5 كبا و - علو أكاى من يدجم حي",0.8438,2.0,388
AHTD3A0080_Para3_2,EasyOCR,مضينتهم من أعماك كلوبهم، ستمتلئ بالنشاط والجاذبي[tee][dbq].  يكيم في مينهانك ثمانمائ[tee] ألف[;],عنى عبح ق حا عامً هالاا ط والباد' بيت _ عسه من أعاق قلومم سمنائ آلف لآم,0.7396,1.4167,6858
AHTD3A0080_Para3_2,PaddleOCR,مضينتهم من أعماك كلوبهم، ستمتلئ بالنشاط والجاذبي[tee][dbq].  يكيم في مينهانك ثمانمائ[tee] ألف[;],هئاغخ قنانيم طانلاب ئاصس ةيبدجلاو مولق قاعأ نم فلأ ىح مقي و,0.8021,1.0,328
AHTD3A0081_Para1_3,Tesseract,كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس,كان جارىق أى الخبية شكال ومر نا طركامات ا أ هوا سل انْقضي بلس,0.4308,1.0,320
AHTD3A0081_Para1_3,EasyOCR,كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس,ى الخبة سكلم وحر سائ بكامات اانهمطا ثل امقح كان حار لغلى,0.6,1.0,7727
AHTD3A0081_Para1_3,PaddleOCR,كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها مثل انكد بغلس,لئش و تاملكدهو ملاكت قر اهمرف رسلغل ةخلا ىراح ناك ى,0.7692,1.0,241
AHTD3A0081_Para1_4,Tesseract,له الدابط لزمتك . سألت راجح هل بلغ أصحابنا ظ ع ك  ث,"( الخابط لضاف . سات راجح فل بلغ أ صحانا طا مم [ع_/ ر"".",0.451,0.8462,295
AHTD3A0081_Para1_4,EasyOCR,له الدابط لزمتك . سألت راجح هل بلغ أصحابنا ظ ع ك  ث,ك / ث راجح مل بلف ا صحانا الضابط لزمك سالت ط ع,0.7843,1.0,6455
AHTD3A0081_Para1_4,PaddleOCR,له الدابط لزمتك . سألت راجح هل بلغ أصحابنا ظ ع ك  ث,"اناحصأغلب تلس كمزل طباضلا ,ل ه حجر",0.7843,1.0,186
AHTD3A0081_Para1_5,Tesseract,خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضة الكلمات,سا ىر : ا هل حلم مائرة الكصاار- .,0.6792,0.9375,297
AHTD3A0081_Para1_5,EasyOCR,خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضة الكلمات,ا نسا صى ع @ س / الكاما ث حل تعد ص /  س ثى رلصح حائد 5,0.7736,1.0625,8954
AHTD3A0081_Para1_5,PaddleOCR,خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضة الكلمات,"ت  ي, اذأ معتلله ححرلاىف تاماكلا ةرئاف",0.7736,1.0,344
AHTD3A0081_Para1_6,Tesseract,التالية لهذا النص[col] مشمش ضراك  غيظ  ناح   بث  نسر.,,1.0,1.0,267
AHTD3A0081_Para1_6,EasyOCR,التالية لهذا النص[col] مشمش ضراك  غيظ  ناح   بث  نسر.,غىظ ، ناء  لت { متمن / درات لتا لآ لهن الئص لر,0.7925,1.4444,6265
AHTD3A0081_Para1_6,PaddleOCR,التالية لهذا النص[col] مشمش ضراك  غيظ  ناح   بث  نسر.,اذنهلةيلاثلا نارد رظمغ نمتم ءان صنلا رسر,0.6981,1.0,298
AHTD3A0081_Para2_1,Tesseract,ما لي، امرأ[tee] صيني[tee] عاضي[tee] ، زارت مائ[tee] وخمس[tee] وعشرين ضول[tee][;],اي سر يه _ ٍ م لب >< ل,0.8272,1.0,315
AHTD3A0081_Para2_1,EasyOCR,ما لي، امرأ[tee] صيني[tee] عاضي[tee] ، زارت مائ[tee] وخمس[tee] وعشرين ضول[tee][;],درلت امراة مسدً عادره  زارت مائه رخمسد رعسر [ ماك ير,0.6543,1.0,6622
AHTD3A0081_Para2_1,PaddleOCR,ما لي، امرأ[tee] صيني[tee] عاضي[tee] ، زارت مائ[tee] وخمس[tee] وعشرين ضول[tee][;],ةلودي نيرشعو ةئام ةأرما حمحو ةفييص اا تراز هرداع,0.8395,1.0,339
AHTD3A0081_Para3_1,Tesseract,ولضت ما لي في ستينات الكرن المادي بمنطك[tee] جبلي[tee] في مكاطع[tee] يوننان[;],ولدت ماي ى بئات الثرن الاضى مطقدحلية فى معاطعة بزنان,0.5385,1.0,326
AHTD3A0081_Para3_1,EasyOCR,ولضت ما لي في ستينات الكرن المادي بمنطك[tee] جبلي[tee] في مكاطع[tee] يوننان[;],بمطقد جلدء ى مقا طعمً _ رنان ولدت ماي ى سينات القرن ا٧ صر,0.8205,1.1667,7328
AHTD3A0081_Para3_1,PaddleOCR,ولضت ما لي في ستينات الكرن المادي بمنطك[tee] جبلي[tee] في مكاطع[tee] يوننان[;],نانوي ةعطاققم ىف ىف يا تلو ةلج ةةقطنمب الا تايسس نرقلا,0.8205,1.0,233
AHTD3A0081_Para3_2,Tesseract,غربي الصين . كبل أن تبضأ رحلتها مع السفر والترحال، كانت[;],!1 ام 0 الصين . عبل أن برا ر حلتها مو (لسفر«الترحال / كانت,0.3621,1.0,328
AHTD3A0081_Para3_2,EasyOCR,غربي الصين . كبل أن تبضأ رحلتها مع السفر والترحال، كانت[;],مبل أن تبدار حلنرا مع السفر الترحال / كانت عرت السصمن,0.5862,1.0,6054
AHTD3A0081_Para3_2,PaddleOCR,غربي الصين . كبل أن تبضأ رحلتها مع السفر والترحال، كانت[;],ىبزع (تناك/لالاوررفس نأ لص أبت ارتلح نيصلا عم,0.7931,1.0,323
AHTD3A0081_Para3_3,Tesseract,عامل[tee] تغليف في شرك[tee] صيني[tee] ل[laaa]ستيراض والتصضير.  تكول[col] [dbq]كنت[;],"تخ بيى: - زو د ١‏ كر ""عله تخين ف مركه صيدة (نرستصرزد و التصيرى , نقواك ؛",0.7857,2.0,314
AHTD3A0081_Para3_3,EasyOCR,عامل[tee] تغليف في شرك[tee] صيني[tee] ل[laaa]ستيراض والتصضير.  تكول[col] [dbq]كنت[;],اا كنت لقول الحصد ملص ثعلن   سركه صنط للاسعاد,0.8571,1.0,8231
AHTD3A0081_Para3_3,PaddleOCR,عامل[tee] تغليف في شرك[tee] صيني[tee] ل[laaa]ستيراض والتصضير.  تكول[col] [dbq]كنت[;],اع لم تنك لوقر فنيلغث ةكرشىف دريصلا و ةنيص داريتشالل,0.8333,1.1111,207
AHTD3A0081_Para3_4,Tesseract,أريض أن أكون محط أنظار ا[laam]خرين[dbq] ..[;],"ارس ات أكمن مح أرتلار الاخرين ""..",0.5556,1.0,257
AHTD3A0081_Para3_4,EasyOCR,أريض أن أكون محط أنظار ا[laam]خرين[dbq] ..[;],أكون محط 1 سطار الآحرين ا ريد اث,0.6667,1.1429,3506
AHTD3A0081_Para3_4,PaddleOCR,أريض أن أكون محط أنظار ا[laam]خرين[dbq] ..[;],نكأ نأ ير نيرخآلا راطن,0.8,1.0,210
AHTD3A0081_Para4_1,Tesseract,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,,1.0,1.0,299
AHTD3A0081_Para4_1,EasyOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,دؤرف بن لو رادق طاحر عطعوف ضرعام بصحد و7 دمر مططر,0.7885,1.0,6924
AHTD3A0081_Para4_1,PaddleOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,قرار هوعطع رماط كؤل ماعرص حون مم د فرل فوؤر رفطه ةحصب,0.8462,1.0909,287
AHTD3A0084_Para1_1,Tesseract,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك,,1.0,1.0,285
AHTD3A0084_Para1_1,EasyOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك,اووف بن لؤد) ده 7٥ مطن رعام 79' صب,0.8049,1.0,6568
AHTD3A0084_Para1_1,PaddleOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك,ماعريض رفطزم قاروؤل نب نوؤر ر و ص,0.8049,1.0,139
AHTD3A0084_Para1_5,Tesseract,له الدابط لزمتك.   سألت راجح هل  بلغ أصحابنا ظ ع ك ,لي تعاض لرسلة. سا نت جم ملعا بلغ أيه لبا,0.64,1.0,377
AHTD3A0084_Para1_5,EasyOCR,له الدابط لزمتك.   سألت راجح هل  بلغ أصحابنا ظ ع ك ,2 ع٤ مهع معا سلخ سعا لت ل' مت٤ لصآص خرصحا نا اج7,0.76,1.1818,5966
AHTD3A0084_Para1_5,PaddleOCR,له الدابط لزمتك.   سألت راجح هل  بلغ أصحابنا ظ ع ك ,كتمزل غلباملص رل اصل اناوصرأ كعط ادصس,0.82,1.0,313
AHTD3A0084_Para1_6,Tesseract,ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضه الكلمات التالية,انا عا(,0.9206,1.0,309
AHTD3A0084_Para1_6,EasyOCR,ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضه الكلمات التالية,?٦٥عم ٥اء  ~ انما ج اكج و مس ( صع س ر م < 7,0.7302,1.0,7295
AHTD3A0084_Para1_6,PaddleOCR,ث خ د ب س ش ص غ ه أننا في الحج .  هل تعلم فائضه الكلمات التالية,جحل ههجخانا ر ب,0.9048,0.9444,189
AHTD3A0084_Para1_7,Tesseract,هذا النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر,,1.0,1.0,243
AHTD3A0084_Para1_7,EasyOCR,هذا النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر,مىد 2  حمكءلوم1 لا,0.8636,1.0,5571
AHTD3A0084_Para1_7,PaddleOCR,هذا النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر,رس,0.9545,1.0,295
